original_SR Number,original_Address,original_RequestDate,original_Field 4,original_Num Trees,original_House Number,original_Street,original_City,original_State,original_Full Address,lat,lon,formatted,name,housenumber,street,postcode,district,suburb,city,county,state,state_code,country,country_code,confidence,confidence_city_level,confidence_street_level,attribution,attribution_license,attribution_url
SR23-02133441,3340 S ARCHER,12/10/2023," 1:31:56 PM",1,3340," S ARCHER",Chicago,IL,"3340  S ARCHER, Chicago , IL",41.833386,-87.673326,"3340 South Archer Avenue, Chicago, IL 60608, United States of America",,3340,South Archer Avenue,60608,Chicago,McKinley Park,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133444,3338 S ARCHER,12/10/2023," 1:32:11 PM",1,3338," S ARCHER",Chicago,IL,"3338  S ARCHER, Chicago , IL",41.83343,-87.673254,"3338 South Archer Avenue, Chicago, IL 60608, United States of America",,3338,South Archer Avenue,60608,Chicago,McKinley Park,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133445,3336 S ARCHER,12/10/2023," 1:32:25 PM",1,3336," S ARCHER",Chicago,IL,"3336  S ARCHER, Chicago , IL",41.833476,-87.673184,"3336 South Archer Avenue, Chicago, IL 60608, United States of America",,3336,South Archer Avenue,60608,Chicago,McKinley Park,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133448,3334 S ARCHER,12/10/2023," 1:32:40 PM",1,3334," S ARCHER",Chicago,IL,"3334  S ARCHER, Chicago , IL",41.8333903,-87.6727617,"3334 South Archer Avenue, Chicago, IL, United States of America",,3334,South Archer Avenue,,Chicago,Brighton Park,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,,,
SR23-02133449,3332 S ARCHER,12/10/2023," 1:32:54 PM",1,3332," S ARCHER",Chicago,IL,"3332  S ARCHER, Chicago , IL",41.833517,-87.67311,"3332 South Archer Avenue, Chicago, IL 60608, United States of America",,3332,South Archer Avenue,60608,Chicago,McKinley Park,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133452,3330 S ARCHER,12/10/2023," 1:33:09 PM",1,3330," S ARCHER",Chicago,IL,"3330  S ARCHER, Chicago , IL",41.833563,-87.673041,"3330 South Archer Avenue, Chicago, IL 60608, United States of America",,3330,South Archer Avenue,60608,Chicago,McKinley Park,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133556,2999 S LOOMIS,12/10/2023," 2:03:41 PM",4,2999," S LOOMIS",Chicago,IL,"2999  S LOOMIS, Chicago , IL",41.83974,-87.655907,"2999 South Loomis Street, Chicago, IL, United States of America",,2999,South Loomis Street,,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,,,
SR23-02133557,3004 S LOOMIS,12/10/2023," 2:03:54 PM",1,3004," S LOOMIS",Chicago,IL,"3004  S LOOMIS, Chicago , IL",41.839465,-87.656008,"3004 South Loomis Street, Chicago, IL 60608, United States of America",,3004,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133559,3006 S LOOMIS,12/10/2023," 2:04:06 PM",1,3006," S LOOMIS",Chicago,IL,"3006  S LOOMIS, Chicago , IL",41.839419,-87.655937,"3006 South Loomis Street, Chicago, IL 60608, United States of America",,3006,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133560,3008 S LOOMIS,12/10/2023," 2:04:18 PM",1,3008," S LOOMIS",Chicago,IL,"3008  S LOOMIS, Chicago , IL",41.839374,-87.655863,"3008 South Loomis Street, Chicago, IL 60608, United States of America",,3008,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133561,3012 S LOOMIS,12/10/2023," 2:04:31 PM",1,3012," S LOOMIS",Chicago,IL,"3012  S LOOMIS, Chicago , IL",41.8393964,-87.6556084,"3012 South Loomis Street, Chicago, IL, United States of America",,3012,South Loomis Street,,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,,,
SR23-02133563,3014 S LOOMIS,12/10/2023," 2:04:43 PM",1,3014," S LOOMIS",Chicago,IL,"3014  S LOOMIS, Chicago , IL",41.839207,-87.65576,"3014 South Loomis Street, Chicago, IL 60608, United States of America",,3014,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133564,3016 S LOOMIS,12/10/2023," 2:04:56 PM",1,3016," S LOOMIS",Chicago,IL,"3016  S LOOMIS, Chicago , IL",41.8392924,-87.655519,"3016 South Loomis Street, Chicago, IL, United States of America",,3016,South Loomis Street,,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,,,
SR23-02133567,3018 S LOOMIS,12/10/2023," 2:05:09 PM",1,3018," S LOOMIS",Chicago,IL,"3018  S LOOMIS, Chicago , IL",41.839142,-87.655648,"3018 South Loomis Street, Chicago, IL 60608, United States of America",,3018,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133568,3020 S LOOMIS,12/10/2023," 2:05:22 PM",1,3020," S LOOMIS",Chicago,IL,"3020  S LOOMIS, Chicago , IL",41.839063,-87.65564,"3020 South Loomis Street, Chicago, IL 60608, United States of America",,3020,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133570,3022 S LOOMIS,12/10/2023," 2:05:35 PM",1,3022," S LOOMIS",Chicago,IL,"3022  S LOOMIS, Chicago , IL",41.8391833,-87.6554253,"3022 South Loomis Street, Chicago, IL, United States of America",,3022,South Loomis Street,,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,,,
SR23-02133572,3024 S LOOMIS,12/10/2023," 2:05:48 PM",1,3024," S LOOMIS",Chicago,IL,"3024  S LOOMIS, Chicago , IL",41.838996,-87.655614,"3024 South Loomis Street, Chicago, IL 60608, United States of America",,3024,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133574,3026 S LOOMIS,12/10/2023," 2:06:00 PM",1,3026," S LOOMIS",Chicago,IL,"3026  S LOOMIS, Chicago , IL",41.838916,-87.655603,"3026 South Loomis Street, Chicago, IL, United States of America",,3026,South Loomis Street,,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133576,3028 S LOOMIS,12/10/2023," 2:06:12 PM",1,3028," S LOOMIS",Chicago,IL,"3028  S LOOMIS, Chicago , IL",41.8381011,-87.6544941,"3028 South Loomis Street, Chicago, IL, United States of America",,3028,South Loomis Street,,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,,,
SR23-02133577,3030 S LOOMIS,12/10/2023," 2:06:24 PM",1,3030," S LOOMIS",Chicago,IL,"3030  S LOOMIS, Chicago , IL",41.83889,-87.655469,"3030 South Loomis Street, Chicago, IL 60608, United States of America",,3030,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133579,3032 S LOOMIS,12/10/2023," 2:06:37 PM",1,3032," S LOOMIS",Chicago,IL,"3032  S LOOMIS, Chicago , IL",41.838796,-87.655445,"3032 South Loomis Street, Chicago, IL 60608, United States of America",,3032,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133581,3034 S LOOMIS,12/10/2023," 2:06:50 PM",1,3034," S LOOMIS",Chicago,IL,"3034  S LOOMIS, Chicago , IL",41.838743,-87.655376,"3034 South Loomis Street, Chicago, IL 60608, United States of America",,3034,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133582,3038 S LOOMIS,12/10/2023," 2:07:03 PM",1,3038," S LOOMIS",Chicago,IL,"3038  S LOOMIS, Chicago , IL",41.838634,-87.655263,"3038 South Loomis Street, Chicago, IL 60608, United States of America",,3038,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133585,3040 S LOOMIS,12/10/2023," 2:07:15 PM",1,3040," S LOOMIS",Chicago,IL,"3040  S LOOMIS, Chicago , IL",41.8387334,-87.6550386,"3040 South Loomis Street, Chicago, IL, United States of America",,3040,South Loomis Street,,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,,,
SR23-02133587,3042 S LOOMIS,12/10/2023," 2:07:27 PM",1,3042," S LOOMIS",Chicago,IL,"3042  S LOOMIS, Chicago , IL",41.838571,-87.655208,"3042 South Loomis Street, Chicago, IL 60608, United States of America",,3042,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133589,3044 S LOOMIS,12/10/2023," 2:07:40 PM",1,3044," S LOOMIS",Chicago,IL,"3044  S LOOMIS, Chicago , IL",41.838518,-87.655141,"3044 South Loomis Street, Chicago, IL 60608, United States of America",,3044,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133596,3046 S LOOMIS,12/10/2023," 2:11:35 PM",1,3046," S LOOMIS",Chicago,IL,"3046  S LOOMIS, Chicago , IL",41.838436,-87.655139,"3046 South Loomis Street, Chicago, IL 60608, United States of America",,3046,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133597,3048 S LOOMIS,12/10/2023," 2:11:52 PM",1,3048," S LOOMIS",Chicago,IL,"3048  S LOOMIS, Chicago , IL",41.838367,-87.655069,"3048 South Loomis Street, Chicago, IL 60608, United States of America",,3048,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133598,3050 S LOOMIS,12/10/2023," 2:12:10 PM",1,3050," S LOOMIS",Chicago,IL,"3050  S LOOMIS, Chicago , IL",41.838329,-87.654988,"3050 South Loomis Street, Chicago, IL 60608, United States of America",,3050,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133599,3052 S LOOMIS,12/10/2023," 2:12:27 PM",1,3052," S LOOMIS",Chicago,IL,"3052  S LOOMIS, Chicago , IL",41.838304,-87.654904,"3052 South Loomis Street, Chicago, IL 60608, United States of America",,3052,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133602,3054 S LOOMIS,12/10/2023," 2:12:44 PM",1,3054," S LOOMIS",Chicago,IL,"3054  S LOOMIS, Chicago , IL",41.83821,-87.654905,"3054 South Loomis Street, Chicago, IL 60608, United States of America",,3054,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133606,3051 S LOOMIS,12/10/2023," 2:13:01 PM",1,3051," S LOOMIS",Chicago,IL,"3051  S LOOMIS, Chicago , IL",41.8384061,-87.6547572,"3051 South Loomis Street, Chicago, IL, United States of America",,3051,South Loomis Street,,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,,,
SR23-02133608,3049 S LOOMIS,12/10/2023," 2:13:18 PM",1,3049," S LOOMIS",Chicago,IL,"3049  S LOOMIS, Chicago , IL",41.838639,-87.65464,"3049 South Loomis Street, Chicago, IL 60608, United States of America",,3049,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133609,3047 S LOOMIS,12/10/2023," 2:13:43 PM",1,3047," S LOOMIS",Chicago,IL,"3047  S LOOMIS, Chicago , IL",41.838701,-87.654674,"3047 South Loomis Street, Chicago, IL 60608, United States of America",,3047,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133611,3045 S LOOMIS,12/10/2023," 2:14:01 PM",1,3045," S LOOMIS",Chicago,IL,"3045  S LOOMIS, Chicago , IL",41.838745,-87.654754,"3045 South Loomis Street, Chicago, IL 60608, United States of America",,3045,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133613,3043 S LOOMIS,12/10/2023," 2:14:18 PM",1,3043," S LOOMIS",Chicago,IL,"3043  S LOOMIS, Chicago , IL",41.838806,-87.654796,"3043 South Loomis Street, Chicago, IL 60608, United States of America",,3043,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133615,3041 S LOOMIS,12/10/2023," 2:14:35 PM",1,3041," S LOOMIS",Chicago,IL,"3041  S LOOMIS, Chicago , IL",41.8387047,-87.6550138,"3041 South Loomis Street, Chicago, IL, United States of America",,3041,South Loomis Street,,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,,,
SR23-02133619,3039 S LOOMIS,12/10/2023," 2:14:52 PM",1,3039," S LOOMIS",Chicago,IL,"3039  S LOOMIS, Chicago , IL",41.838851,-87.654878,"3039 South Loomis Street, Chicago, IL 60608, United States of America",,3039,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133620,3037 S LOOMIS,12/10/2023," 2:15:09 PM",1,3037," S LOOMIS",Chicago,IL,"3037  S LOOMIS, Chicago , IL",41.838918,-87.654903,"3037 South Loomis Street, Chicago, IL 60608, United States of America",,3037,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133622,3035 S LOOMIS,12/10/2023," 2:15:26 PM",1,3035," S LOOMIS",Chicago,IL,"3035  S LOOMIS, Chicago , IL",41.838989,-87.654933,"3035 South Loomis Street, Chicago, IL 60608, United States of America",,3035,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133626,3033 S LOOMIS,12/10/2023," 2:15:43 PM",1,3033," S LOOMIS",Chicago,IL,"3033  S LOOMIS, Chicago , IL",41.8388848,-87.6551687,"3033 South Loomis Street, Chicago, IL, United States of America",,3033,South Loomis Street,,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,,,
SR23-02133629,3031 S LOOMIS,12/10/2023," 2:16:00 PM",1,3031," S LOOMIS",Chicago,IL,"3031  S LOOMIS, Chicago , IL",41.83902,-87.655025,"3031 South Loomis Street, Chicago, IL 60608, United States of America",,3031,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133630,3029 S LOOMIS,12/10/2023," 2:16:17 PM",1,3029," S LOOMIS",Chicago,IL,"3029  S LOOMIS, Chicago , IL",41.839086,-87.655055,"3029 South Loomis Street, Chicago, IL 60608, United States of America",,3029,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133633,3027 S LOOMIS,12/10/2023," 2:16:39 PM",1,3027," S LOOMIS",Chicago,IL,"3027  S LOOMIS, Chicago , IL",41.839163,-87.655057,"3027 South Loomis Street, Chicago, IL 60608, United States of America",,3027,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133637,3025 S LOOMIS,12/10/2023," 2:16:54 PM",1,3025," S LOOMIS",Chicago,IL,"3025  S LOOMIS, Chicago , IL",41.839194,-87.655162,"3025 South Loomis Street, Chicago, IL 60608, United States of America",,3025,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133639,3023 S LOOMIS,12/10/2023," 2:17:07 PM",1,3023," S LOOMIS",Chicago,IL,"3023  S LOOMIS, Chicago , IL",41.839244,-87.655217,"3023 South Loomis Street, Chicago, IL 60608, United States of America",,3023,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133641,3021 S LOOMIS,12/10/2023," 2:17:21 PM",1,3021," S LOOMIS",Chicago,IL,"3021  S LOOMIS, Chicago , IL",41.839319,-87.655223,"3021 South Loomis Street, Chicago, IL 60608, United States of America",,3021,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133642,3019 S LOOMIS,12/10/2023," 2:17:35 PM",1,3019," S LOOMIS",Chicago,IL,"3019  S LOOMIS, Chicago , IL",41.8392,-87.6554396,"3019 South Loomis Street, Chicago, IL, United States of America",,3019,South Loomis Street,,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,,,
SR23-02133643,3017 S LOOMIS,12/10/2023," 2:17:49 PM",1,3017," S LOOMIS",Chicago,IL,"3017  S LOOMIS, Chicago , IL",41.839375,-87.655265,"3017 South Loomis Street, Chicago, IL 60608, United States of America",,3017,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133644,3015 S LOOMIS,12/10/2023," 2:18:02 PM",1,3015," S LOOMIS",Chicago,IL,"3015  S LOOMIS, Chicago , IL",41.839425,-87.655321,"3015 South Loomis Street, Chicago, IL 60608, United States of America",,3015,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02133645,3013 S LOOMIS,12/10/2023," 2:18:16 PM",1,3013," S LOOMIS",Chicago,IL,"3013  S LOOMIS, Chicago , IL",41.839479,-87.655363,"3013 South Loomis Street, Chicago, IL 60608, United States of America",,3013,South Loomis Street,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02136939,2825 S ARCHER,12/11/2023," 9:46:27 AM",1,2825," S ARCHER",Chicago,IL,"2825  S ARCHER, Chicago , IL",41.842886,-87.654994,"2825 South Archer Avenue, Chicago, IL 60608, United States of America",,2825,South Archer Avenue,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02136941,2827 S ARCHER,12/11/2023," 9:46:57 AM",1,2827," S ARCHER",Chicago,IL,"2827  S ARCHER, Chicago , IL",41.842793,-87.655014,"2827 South Archer Avenue, Chicago, IL 60608, United States of America",,2827,South Archer Avenue,60608,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR23-02136943,2829 S ARCHER,12/11/2023," 9:47:12 AM",1,2829," S ARCHER",Chicago,IL,"2829  S ARCHER, Chicago , IL",41.842742,-87.655101,"2829 South Archer Avenue, Chicago, IL, United States of America",,2829,South Archer Avenue,,Chicago,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,0.7,1,0.7,© OpenAddresses contributors,BSD-3-Clause License,
SR24-00581327,1123 W 31ST ST,3/31/2024," 9:27:50 PM",1,1123," W 31ST ST",Chicago,IL,"1123  W 31ST ST, Chicago , IL",41.8377441,-87.65453080070421,"1123 West 31st Street, Chicago, IL 60608, United States of America",,1123,West 31st Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581328,1139 W 31ST ST,3/31/2024," 9:28:11 PM",1,1139," W 31ST ST",Chicago,IL,"1139  W 31ST ST, Chicago , IL",41.83800158623951,-87.65556208482099,"1139 West 31st Street, Chicago, IL 60608, United States of America",,1139,West 31st Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581329,1164 W 31ST ST,3/31/2024," 9:28:31 PM",1,1164," W 31ST ST",Chicago,IL,"1164  W 31ST ST, Chicago , IL",41.837998772727275,-87.65581813636364,"1164 West 31st Street, Chicago, IL 60608, United States of America",,1164,West 31st Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581330,1231 W 31ST ST,3/31/2024," 9:28:51 PM",1,1231," W 31ST ST",Chicago,IL,"1231  W 31ST ST, Chicago , IL",41.8377061,-87.65727747182156,"1231 West 31st Street, Chicago, IL 60608, United States of America",,1231,West 31st Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581333,1252 W 31ST ST,3/31/2024," 9:29:12 PM",1,1252," W 31ST ST",Chicago,IL,"1252  W 31ST ST, Chicago , IL",41.83806425,-87.65821760978261,"1252 West 31st Street, Chicago, IL 60608, United States of America",,1252,West 31st Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581335,1250 W 31ST ST,3/31/2024," 9:29:33 PM",1,1250," W 31ST ST",Chicago,IL,"1250  W 31ST ST, Chicago , IL",41.83810215,-87.65814183287472,"1250 West 31st Street, Chicago, IL 60608, United States of America",,1250,West 31st Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581337,1254 W 31ST ST,3/31/2024," 9:29:53 PM",1,1254," W 31ST ST",Chicago,IL,"1254  W 31ST ST, Chicago , IL",41.83805315,-87.65831087078708,"1254 West 31st Street, Chicago, IL 60608, United States of America",,1254,West 31st Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581338,1260 W 31ST ST,3/31/2024," 9:30:14 PM",1,1260," W 31ST ST",Chicago,IL,"1260  W 31ST ST, Chicago , IL",41.83805445,-87.65853719428937,"1260 West 31st Street, Chicago, IL 60608, United States of America",,1260,West 31st Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581339,1300 W 31ST ST,3/31/2024," 9:30:34 PM",1,1300," W 31ST ST",Chicago,IL,"1300  W 31ST ST, Chicago , IL",41.83809025,-87.65867705296625,"1300 West 31st Street, Chicago, IL 60608, United States of America",,1300,West 31st Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581341,1304 W 31ST ST,3/31/2024," 9:30:54 PM",1,1304," W 31ST ST",Chicago,IL,"1304  W 31ST ST, Chicago , IL",41.83805985,-87.65887109610404,"1304 West 31st Street, Chicago, IL 60608, United States of America",,1304,West 31st Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581342,1302 W 31ST ST,3/31/2024," 9:31:15 PM",1,1302," W 31ST ST",Chicago,IL,"1302  W 31ST ST, Chicago , IL",41.838029250000005,-87.65872916414236,"1302 West 31st Street, Chicago, IL 60608, United States of America",,1302,West 31st Street,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581346,2998 S ARCHER AVE,3/31/2024," 9:31:37 PM",2,2998," S ARCHER AVE",Chicago,IL,"2998  S ARCHER AVE, Chicago , IL",41.84033875,-87.66123383780378,"2998 South Archer Avenue, Chicago, IL 60608, United States of America",,2998,South Archer Avenue,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581348,3012 S ARCHER AVE,3/31/2024," 9:31:58 PM",1,3012," S ARCHER AVE",Chicago,IL,"3012  S ARCHER AVE, Chicago , IL",41.84002133417866,-87.6615245517556,"3012 South Archer Avenue, Chicago, IL 60608, United States of America",,3012,South Archer Avenue,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581349,3020 S ARCHER AVE,3/31/2024," 9:32:19 PM",1,3020," S ARCHER AVE",Chicago,IL,"3020  S ARCHER AVE, Chicago , IL",41.83992875,-87.66204263312586,"3020 South Archer Avenue, Chicago, IL 60608, United States of America",,3020,South Archer Avenue,60608,Locks,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
SR24-00581444,3318 S Halsted St,3/31/2024," 10:13:32 PM",1,3318," S Halsted St",Chicago,IL,"3318  S Halsted St, Chicago , IL",41.8341792,-87.64629889999999,"3318 South Halsted Street, Chicago, IL 60608, United States of America",,3318,South Halsted Street,60608,,Bridgeport,Chicago,Cook County,Illinois,IL,United States,us,1,1,1,© OpenStreetMap contributors,Open Database License,https://www.openstreetmap.org/copyright
